The graph dataset locates at /anvil/projects/x-cis220117/gnn_datasets/reordered/ogbn_arxiv
The number of GCN layers: 8
The number of hidden units: 64
The number of training epoches: 5000
Learning rate: 0.001000
Initialized node g001.anvil.rcac.purdue.edu
Building the CSR structure...
        It takes 0.037 seconds.
Building the CSC structure...
        It takes 0.037 seconds.
Building the Feature Vector...
        It takes 0.054 seconds.
Building the Label Vector...
        It takes 0.021 seconds.
Number of classes: 40
Number of feature dimensions: 128
Dropout: 0.300 
train nodes 90941, valid nodes 29799, test nodes 48603
*** Allocating resources for all tensors...
    OP_TYPE: OPERATOR_INPUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_SOFTMAX
*** Done allocating resource.
*** Preparing the input tensor...
*** Done preparing the input tensor.
*** Preparing the STD tensor...
    Number of labels: 40
    Number of vertices: 169343
*** Done preparing the STD tensor.
*** Done preparing the weight tensor.

****** Start model training... ******
    Epoch 9:	Loss 3.52540	TrainAcc 0.0769	ValidAcc 0.1495	TestAcc 0.2210
    Epoch 19:	Loss 3.17826	TrainAcc 0.1629	ValidAcc 0.1315	TestAcc 0.1137
    Epoch 29:	Loss 2.97729	TrainAcc 0.1843	ValidAcc 0.0917	TestAcc 0.0693
    Epoch 39:	Loss 2.68943	TrainAcc 0.2965	ValidAcc 0.3150	TestAcc 0.2878
    Epoch 49:	Loss 2.44505	TrainAcc 0.3832	ValidAcc 0.3857	TestAcc 0.3649
    Epoch 59:	Loss 2.29110	TrainAcc 0.4124	ValidAcc 0.4244	TestAcc 0.4161
    Epoch 69:	Loss 2.16894	TrainAcc 0.4352	ValidAcc 0.4735	TestAcc 0.4758
    Epoch 79:	Loss 2.08574	TrainAcc 0.4480	ValidAcc 0.4832	TestAcc 0.4768
    Epoch 89:	Loss 2.02056	TrainAcc 0.4588	ValidAcc 0.5011	TestAcc 0.5002
    Epoch 99:	Loss 1.97076	TrainAcc 0.4673	ValidAcc 0.5076	TestAcc 0.5044
    Epoch 109:	Loss 1.92453	TrainAcc 0.4797	ValidAcc 0.5204	TestAcc 0.5240
    Epoch 119:	Loss 1.88109	TrainAcc 0.4936	ValidAcc 0.5302	TestAcc 0.5272
    Epoch 129:	Loss 1.84821	TrainAcc 0.5034	ValidAcc 0.5301	TestAcc 0.5260
    Epoch 139:	Loss 1.79428	TrainAcc 0.5173	ValidAcc 0.5471	TestAcc 0.5498
    Epoch 149:	Loss 1.75669	TrainAcc 0.5237	ValidAcc 0.5525	TestAcc 0.5537
    Epoch 159:	Loss 1.72540	TrainAcc 0.5310	ValidAcc 0.5629	TestAcc 0.5645
    Epoch 169:	Loss 1.69551	TrainAcc 0.5367	ValidAcc 0.5622	TestAcc 0.5568
    Epoch 179:	Loss 1.67263	TrainAcc 0.5398	ValidAcc 0.5666	TestAcc 0.5651
    Epoch 189:	Loss 1.66152	TrainAcc 0.5442	ValidAcc 0.5723	TestAcc 0.5743
    Epoch 199:	Loss 1.64200	TrainAcc 0.5505	ValidAcc 0.5741	TestAcc 0.5736
    Epoch 209:	Loss 1.63300	TrainAcc 0.5524	ValidAcc 0.5740	TestAcc 0.5721
    Epoch 219:	Loss 1.62069	TrainAcc 0.5557	ValidAcc 0.5764	TestAcc 0.5783
    Epoch 229:	Loss 1.60977	TrainAcc 0.5530	ValidAcc 0.5748	TestAcc 0.5702
    Epoch 239:	Loss 1.59878	TrainAcc 0.5587	ValidAcc 0.5809	TestAcc 0.5784
    Epoch 249:	Loss 1.59012	TrainAcc 0.5612	ValidAcc 0.5836	TestAcc 0.5815
    Epoch 259:	Loss 1.58512	TrainAcc 0.5627	ValidAcc 0.5811	TestAcc 0.5774
