The graph dataset locates at /work/03924/xuehaiq/maverick2/jingji/gnn_datasets/citeseer
The number of GCN layers: 3
The number of hidden units: 128
The number of training epoches: 1000
Learning rate: 0.010000
Initialized node c227-104.maverick2.tacc.utexas.edu
Building the CSR structure...
        It takes 0.000 seconds.
Building the CSC structure...
        It takes 0.000 seconds.
Building the Feature Vector...
        It takes 0.036 seconds.
Building the Label Vector...
        It takes 0.001 seconds.
Number of classes: 6
Number of feature dimensions: 3703
*** Allocating resources for all tensors...
    OP_TYPE: OPERATOR_INPUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_SOFTMAX
*** Done allocating resource.
*** Preparing the input tensor...
*** Done preparing the input tensor.
*** Preparing the STD tensor...
    Number of labels: 6
    Number of vertices: 3327
*** Done preparing the STD tensor.
*** Done preparing the weight tensor.

****** Start model training... ******
    Epoch 149:        Loss 0.16360, Accuracy 0.948
    Epoch 150:        Loss 0.16298, Accuracy 0.948
    Epoch 151:        Loss 0.16238, Accuracy 0.948
    Epoch 152:        Loss 0.16177, Accuracy 0.949
    Epoch 153:        Loss 0.16118, Accuracy 0.949
    Epoch 154:        Loss 0.16060, Accuracy 0.949
    Epoch 155:        Loss 0.15997, Accuracy 0.949
    Epoch 156:        Loss 0.15933, Accuracy 0.949
    Epoch 157:        Loss 0.15868, Accuracy 0.950
    Epoch 158:        Loss 0.15801, Accuracy 0.950
    Epoch 159:        Loss 0.15732, Accuracy 0.951
    Epoch 160:        Loss 0.15664, Accuracy 0.951
    Epoch 161:        Loss 0.15597, Accuracy 0.951
    Epoch 162:        Loss 0.15531, Accuracy 0.952
    Epoch 163:        Loss 0.15469, Accuracy 0.952
    Epoch 164:        Loss 0.15411, Accuracy 0.952
    Epoch 165:        Loss 0.15355, Accuracy 0.952
    Epoch 166:        Loss 0.15299, Accuracy 0.952
    Epoch 167:        Loss 0.15241, Accuracy 0.953
    Epoch 168:        Loss 0.15181, Accuracy 0.953
    Epoch 169:        Loss 0.15120, Accuracy 0.953
    Epoch 170:        Loss 0.15057, Accuracy 0.953
    Epoch 171:        Loss 0.14997, Accuracy 0.953
    Epoch 172:        Loss 0.14942, Accuracy 0.953
    Epoch 173:        Loss 0.14897, Accuracy 0.953
    Epoch 174:        Loss 0.14869, Accuracy 0.952
    Epoch 175:        Loss 0.14859, Accuracy 0.953
    Epoch 176:        Loss 0.14879, Accuracy 0.952
    Epoch 177:        Loss 0.14850, Accuracy 0.953
    Epoch 178:        Loss 0.14759, Accuracy 0.952
    Epoch 179:        Loss 0.14621, Accuracy 0.954
    Epoch 180:        Loss 0.14593, Accuracy 0.954
    Epoch 181:        Loss 0.14641, Accuracy 0.953
    Epoch 182:        Loss 0.14608, Accuracy 0.953
    Epoch 183:        Loss 0.14503, Accuracy 0.953
    Epoch 184:        Loss 0.14410, Accuracy 0.953
    Epoch 185:        Loss 0.14417, Accuracy 0.953
    Epoch 186:        Loss 0.14424, Accuracy 0.953
    Epoch 187:        Loss 0.14339, Accuracy 0.954
    Epoch 188:        Loss 0.14259, Accuracy 0.954
    Epoch 189:        Loss 0.14249, Accuracy 0.954
    Epoch 190:        Loss 0.14226, Accuracy 0.954
    Epoch 191:        Loss 0.14157, Accuracy 0.954
    Epoch 192:        Loss 0.14098, Accuracy 0.955
    Epoch 193:        Loss 0.14076, Accuracy 0.955
    Epoch 194:        Loss 0.14048, Accuracy 0.955
    Epoch 195:        Loss 0.14000, Accuracy 0.954
    Epoch 196:        Loss 0.13963, Accuracy 0.954
    Epoch 197:        Loss 0.13934, Accuracy 0.954
    Epoch 198:        Loss 0.13892, Accuracy 0.954
    Epoch 199:        Loss 0.13851, Accuracy 0.955
    Epoch 200:        Loss 0.13819, Accuracy 0.955
    Epoch 201:        Loss 0.13777, Accuracy 0.955
    Epoch 202:        Loss 0.13728, Accuracy 0.955
    Epoch 203:        Loss 0.13690, Accuracy 0.955
    Epoch 204:        Loss 0.13659, Accuracy 0.955
    Epoch 205:        Loss 0.13618, Accuracy 0.955
    Epoch 206:        Loss 0.13570, Accuracy 0.955
    Epoch 207:        Loss 0.13533, Accuracy 0.955
    Epoch 208:        Loss 0.13502, Accuracy 0.955
    Epoch 209:        Loss 0.13467, Accuracy 0.956
    Epoch 210:        Loss 0.13431, Accuracy 0.956
    Epoch 211:        Loss 0.13396, Accuracy 0.956
    Epoch 212:        Loss 0.13362, Accuracy 0.956
    Epoch 213:        Loss 0.13326, Accuracy 0.956
    Epoch 214:        Loss 0.13292, Accuracy 0.956
    Epoch 215:        Loss 0.13261, Accuracy 0.956
    Epoch 216:        Loss 0.13231, Accuracy 0.956
    Epoch 217:        Loss 0.13198, Accuracy 0.957
    Epoch 218:        Loss 0.13164, Accuracy 0.957
    Epoch 219:        Loss 0.13131, Accuracy 0.957
    Epoch 220:        Loss 0.13101, Accuracy 0.957
    Epoch 221:        Loss 0.13073, Accuracy 0.957
    Epoch 222:        Loss 0.13046, Accuracy 0.957
    Epoch 223:        Loss 0.13019, Accuracy 0.957
    Epoch 224:        Loss 0.12992, Accuracy 0.957
    Epoch 225:        Loss 0.12965, Accuracy 0.957
    Epoch 226:        Loss 0.12938, Accuracy 0.957
    Epoch 227:        Loss 0.12912, Accuracy 0.957
    Epoch 228:        Loss 0.12886, Accuracy 0.957
    Epoch 229:        Loss 0.12860, Accuracy 0.957
    Epoch 230:        Loss 0.12835, Accuracy 0.957
    Epoch 231:        Loss 0.12809, Accuracy 0.957
    Epoch 232:        Loss 0.12783, Accuracy 0.957
    Epoch 233:        Loss 0.12756, Accuracy 0.957
    Epoch 234:        Loss 0.12731, Accuracy 0.957
    Epoch 235:        Loss 0.12705, Accuracy 0.957
    Epoch 236:        Loss 0.12680, Accuracy 0.957
    Epoch 237:        Loss 0.12655, Accuracy 0.957
    Epoch 238:        Loss 0.12630, Accuracy 0.957
    Epoch 239:        Loss 0.12605, Accuracy 0.957
    Epoch 240:        Loss 0.12579, Accuracy 0.957
    Epoch 241:        Loss 0.12552, Accuracy 0.957
    Epoch 242:        Loss 0.12523, Accuracy 0.958
    Epoch 243:        Loss 0.12492, Accuracy 0.957
    Epoch 244:        Loss 0.12462, Accuracy 0.958
    Epoch 245:        Loss 0.12438, Accuracy 0.958
    Epoch 246:        Loss 0.12414, Accuracy 0.958
    Epoch 247:        Loss 0.12388, Accuracy 0.958
    Epoch 248:        Loss 0.12362, Accuracy 0.958
    Epoch 249:        Loss 0.12339, Accuracy 0.958
    Epoch 250:        Loss 0.12317, Accuracy 0.958
    Epoch 251:        Loss 0.12295, Accuracy 0.958
    Epoch 252:        Loss 0.12271, Accuracy 0.959
    Epoch 253:        Loss 0.12247, Accuracy 0.959
    Epoch 254:        Loss 0.12223, Accuracy 0.959
    Epoch 255:        Loss 0.12201, Accuracy 0.959
    Epoch 256:        Loss 0.12179, Accuracy 0.959
    Epoch 257:        Loss 0.12157, Accuracy 0.959
    Epoch 258:        Loss 0.12137, Accuracy 0.959
    Epoch 259:        Loss 0.12116, Accuracy 0.959
    Epoch 260:        Loss 0.12095, Accuracy 0.959
    Epoch 261:        Loss 0.12075, Accuracy 0.959
    Epoch 262:        Loss 0.12057, Accuracy 0.959
    Epoch 263:        Loss 0.12039, Accuracy 0.959
    Epoch 264:        Loss 0.12023, Accuracy 0.959
    Epoch 265:        Loss 0.12007, Accuracy 0.959
    Epoch 266:        Loss 0.11993, Accuracy 0.959
    Epoch 267:        Loss 0.11977, Accuracy 0.960
    Epoch 268:        Loss 0.11963, Accuracy 0.959
    Epoch 269:        Loss 0.11943, Accuracy 0.960
    Epoch 270:        Loss 0.11923, Accuracy 0.959
    Epoch 271:        Loss 0.11900, Accuracy 0.960
    Epoch 272:        Loss 0.11876, Accuracy 0.960
    Epoch 273:        Loss 0.11854, Accuracy 0.960
    Epoch 274:        Loss 0.11834, Accuracy 0.960
    Epoch 275:        Loss 0.11816, Accuracy 0.960
    Epoch 276:        Loss 0.11801, Accuracy 0.960
    Epoch 277:        Loss 0.11788, Accuracy 0.960
    Epoch 278:        Loss 0.11775, Accuracy 0.960
    Epoch 279:        Loss 0.11764, Accuracy 0.960
    Epoch 280:        Loss 0.11752, Accuracy 0.960
    Epoch 281:        Loss 0.11740, Accuracy 0.960
    Epoch 282:        Loss 0.11727, Accuracy 0.960
    Epoch 283:        Loss 0.11712, Accuracy 0.960
    Epoch 284:        Loss 0.11695, Accuracy 0.960
    Epoch 285:        Loss 0.11675, Accuracy 0.960
    Epoch 286:        Loss 0.11655, Accuracy 0.960
    Epoch 287:        Loss 0.11635, Accuracy 0.961
    Epoch 288:        Loss 0.11617, Accuracy 0.961
    Epoch 289:        Loss 0.11602, Accuracy 0.961
    Epoch 290:        Loss 0.11588, Accuracy 0.961
    Epoch 291:        Loss 0.11576, Accuracy 0.960
    Epoch 292:        Loss 0.11565, Accuracy 0.961
    Epoch 293:        Loss 0.11555, Accuracy 0.960
    Epoch 294:        Loss 0.11545, Accuracy 0.961
    Epoch 295:        Loss 0.11537, Accuracy 0.961
    Epoch 296:        Loss 0.11529, Accuracy 0.961
    Epoch 297:        Loss 0.11521, Accuracy 0.961
    Epoch 298:        Loss 0.11510, Accuracy 0.961
    Epoch 299:        Loss 0.11494, Accuracy 0.961
    Epoch 300:        Loss 0.11469, Accuracy 0.961
    Epoch 301:        Loss 0.11443, Accuracy 0.961
    Epoch 302:        Loss 0.11418, Accuracy 0.961
    Epoch 303:        Loss 0.11400, Accuracy 0.961
    Epoch 304:        Loss 0.11387, Accuracy 0.961
    Epoch 305:        Loss 0.11379, Accuracy 0.961
    Epoch 306:        Loss 0.11373, Accuracy 0.962
    Epoch 307:        Loss 0.11368, Accuracy 0.961
    Epoch 308:        Loss 0.11363, Accuracy 0.961
    Epoch 309:        Loss 0.11352, Accuracy 0.961
    Epoch 310:        Loss 0.11337, Accuracy 0.961
    Epoch 311:        Loss 0.11314, Accuracy 0.961
    Epoch 312:        Loss 0.11291, Accuracy 0.962
    Epoch 313:        Loss 0.11269, Accuracy 0.961
    Epoch 314:        Loss 0.11252, Accuracy 0.962
    Epoch 315:        Loss 0.11239, Accuracy 0.962
    Epoch 316:        Loss 0.11229, Accuracy 0.962
    Epoch 317:        Loss 0.11220, Accuracy 0.962
    Epoch 318:        Loss 0.11209, Accuracy 0.962
    Epoch 319:        Loss 0.11196, Accuracy 0.962
    Epoch 320:        Loss 0.11179, Accuracy 0.962
    Epoch 321:        Loss 0.11161, Accuracy 0.962
    Epoch 322:        Loss 0.11143, Accuracy 0.962
    Epoch 323:        Loss 0.11127, Accuracy 0.962
    Epoch 324:        Loss 0.11114, Accuracy 0.962
    Epoch 325:        Loss 0.11103, Accuracy 0.962
    Epoch 326:        Loss 0.11093, Accuracy 0.962
    Epoch 327:        Loss 0.11084, Accuracy 0.962
    Epoch 328:        Loss 0.11073, Accuracy 0.962
    Epoch 329:        Loss 0.11062, Accuracy 0.962
    Epoch 330:        Loss 0.11050, Accuracy 0.962
    Epoch 331:        Loss 0.11037, Accuracy 0.962
    Epoch 332:        Loss 0.11025, Accuracy 0.962
    Epoch 333:        Loss 0.11013, Accuracy 0.962
    Epoch 334:        Loss 0.11003, Accuracy 0.962
    Epoch 335:        Loss 0.10993, Accuracy 0.962
    Epoch 336:        Loss 0.10984, Accuracy 0.962
    Epoch 337:        Loss 0.10975, Accuracy 0.962
    Epoch 338:        Loss 0.10965, Accuracy 0.962
    Epoch 339:        Loss 0.10956, Accuracy 0.962
    Epoch 340:        Loss 0.10946, Accuracy 0.962
    Epoch 341:        Loss 0.10935, Accuracy 0.962
    Epoch 342:        Loss 0.10924, Accuracy 0.962
    Epoch 343:        Loss 0.10911, Accuracy 0.962
    Epoch 344:        Loss 0.10899, Accuracy 0.962
    Epoch 345:        Loss 0.10886, Accuracy 0.962
    Epoch 346:        Loss 0.10874, Accuracy 0.962
    Epoch 347:        Loss 0.10862, Accuracy 0.962
    Epoch 348:        Loss 0.10850, Accuracy 0.962
    Epoch 349:        Loss 0.10838, Accuracy 0.962
    Epoch 350:        Loss 0.10827, Accuracy 0.962
    Epoch 351:        Loss 0.10816, Accuracy 0.962
    Epoch 352:        Loss 0.10806, Accuracy 0.962
    Epoch 353:        Loss 0.10797, Accuracy 0.962
    Epoch 354:        Loss 0.10788, Accuracy 0.962
    Epoch 355:        Loss 0.10781, Accuracy 0.962
    Epoch 356:        Loss 0.10773, Accuracy 0.962
    Epoch 357:        Loss 0.10765, Accuracy 0.962
    Epoch 358:        Loss 0.10757, Accuracy 0.962
    Epoch 359:        Loss 0.10747, Accuracy 0.962
    Epoch 360:        Loss 0.10737, Accuracy 0.962
    Epoch 361:        Loss 0.10727, Accuracy 0.962
    Epoch 362:        Loss 0.10717, Accuracy 0.962
    Epoch 363:        Loss 0.10709, Accuracy 0.962
    Epoch 364:        Loss 0.10701, Accuracy 0.962
    Epoch 365:        Loss 0.10693, Accuracy 0.962
    Epoch 366:        Loss 0.10687, Accuracy 0.962
    Epoch 367:        Loss 0.10680, Accuracy 0.962
    Epoch 368:        Loss 0.10675, Accuracy 0.962
    Epoch 369:        Loss 0.10670, Accuracy 0.962
    Epoch 370:        Loss 0.10665, Accuracy 0.962
    Epoch 371:        Loss 0.10661, Accuracy 0.962
    Epoch 372:        Loss 0.10656, Accuracy 0.962
    Epoch 373:        Loss 0.10650, Accuracy 0.962
    Epoch 374:        Loss 0.10641, Accuracy 0.962
    Epoch 375:        Loss 0.10630, Accuracy 0.962
    Epoch 376:        Loss 0.10619, Accuracy 0.962
    Epoch 377:        Loss 0.10609, Accuracy 0.962
    Epoch 378:        Loss 0.10601, Accuracy 0.962
    Epoch 379:        Loss 0.10596, Accuracy 0.962
    Epoch 380:        Loss 0.10591, Accuracy 0.962
    Epoch 381:        Loss 0.10587, Accuracy 0.962
    Epoch 382:        Loss 0.10582, Accuracy 0.962
    Epoch 383:        Loss 0.10577, Accuracy 0.963
    Epoch 384:        Loss 0.10571, Accuracy 0.962
    Epoch 385:        Loss 0.10563, Accuracy 0.963
    Epoch 386:        Loss 0.10554, Accuracy 0.962
    Epoch 387:        Loss 0.10544, Accuracy 0.963
    Epoch 388:        Loss 0.10535, Accuracy 0.963
    Epoch 389:        Loss 0.10526, Accuracy 0.963
    Epoch 390:        Loss 0.10519, Accuracy 0.963
    Epoch 391:        Loss 0.10512, Accuracy 0.963
    Epoch 392:        Loss 0.10506, Accuracy 0.963
    Epoch 393:        Loss 0.10500, Accuracy 0.963
    Epoch 394:        Loss 0.10494, Accuracy 0.963
    Epoch 395:        Loss 0.10489, Accuracy 0.963
    Epoch 396:        Loss 0.10485, Accuracy 0.963
    Epoch 397:        Loss 0.10480, Accuracy 0.962
    Epoch 398:        Loss 0.10474, Accuracy 0.963
    Epoch 399:        Loss 0.10467, Accuracy 0.963
    Epoch 400:        Loss 0.10458, Accuracy 0.963
    Epoch 401:        Loss 0.10448, Accuracy 0.963
    Epoch 402:        Loss 0.10437, Accuracy 0.963
    Epoch 403:        Loss 0.10426, Accuracy 0.963
    Epoch 404:        Loss 0.10417, Accuracy 0.963
    Epoch 405:        Loss 0.10408, Accuracy 0.963
    Epoch 406:        Loss 0.10401, Accuracy 0.963
    Epoch 407:        Loss 0.10394, Accuracy 0.963
    Epoch 408:        Loss 0.10387, Accuracy 0.963
    Epoch 409:        Loss 0.10382, Accuracy 0.963
    Epoch 410:        Loss 0.10377, Accuracy 0.963
    Epoch 411:        Loss 0.10375, Accuracy 0.963
    Epoch 412:        Loss 0.10375, Accuracy 0.963
    Epoch 413:        Loss 0.10379, Accuracy 0.963
    Epoch 414:        Loss 0.10386, Accuracy 0.963
    Epoch 415:        Loss 0.10385, Accuracy 0.963
    Epoch 416:        Loss 0.10376, Accuracy 0.963
    Epoch 417:        Loss 0.10351, Accuracy 0.963
    Epoch 418:        Loss 0.10326, Accuracy 0.963
    Epoch 419:        Loss 0.10309, Accuracy 0.963
    Epoch 420:        Loss 0.10304, Accuracy 0.963
    Epoch 421:        Loss 0.10307, Accuracy 0.963
    Epoch 422:        Loss 0.10312, Accuracy 0.963
    Epoch 423:        Loss 0.10311, Accuracy 0.963
    Epoch 424:        Loss 0.10297, Accuracy 0.963
    Epoch 425:        Loss 0.10278, Accuracy 0.963
    Epoch 426:        Loss 0.10262, Accuracy 0.963
    Epoch 427:        Loss 0.10253, Accuracy 0.964
    Epoch 428:        Loss 0.10250, Accuracy 0.964
