The graph dataset locates at /anvil/projects/x-cis220117/gnn_datasets/reordered/ogbn_arxiv
The number of GCN layers: 3
The number of hidden units: 64
The number of training epoches: -1
Learning rate: 0.030000
Initialized node g003.anvil.rcac.purdue.edu
Building the CSR structure...
        It takes 0.077 seconds.
Building the CSC structure...
        It takes 0.037 seconds.
Building the Feature Vector...
        It takes 0.051 seconds.
Building the Label Vector...
        It takes 0.020 seconds.
Number of classes: 40
Number of feature dimensions: 128
train nodes 90941, valid nodes 29799, test nodes 48603
*** Allocating resources for all tensors...
    OP_TYPE: OPERATOR_INPUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_SOFTMAX
*** Done allocating resource.
*** Preparing the input tensor...
*** Done preparing the input tensor.
*** Preparing the STD tensor...
    Number of labels: 40
    Number of vertices: 169343
*** Done preparing the STD tensor.
*** Done preparing the weight tensor.

****** Start model training... ******
    Epoch 0:	Loss 3.68977	TrainAcc 0.0289	ValidAcc 0.0204	TestAcc 0.0176
    Epoch 1:	Loss 3.34044	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 2:	Loss 4.16379	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 3:	Loss 3.55946	TrainAcc 0.0832	ValidAcc 0.1539	TestAcc 0.2241
    Epoch 4:	Loss 3.43052	TrainAcc 0.0631	ValidAcc 0.0565	TestAcc 0.0469
    Epoch 5:	Loss 3.38244	TrainAcc 0.0587	ValidAcc 0.0433	TestAcc 0.0305
    Epoch 6:	Loss 3.33985	TrainAcc 0.1099	ValidAcc 0.2297	TestAcc 0.2156
    Epoch 7:	Loss 3.29671	TrainAcc 0.1099	ValidAcc 0.2297	TestAcc 0.2156
    Epoch 8:	Loss 3.17443	TrainAcc 0.1100	ValidAcc 0.2297	TestAcc 0.2156
    Epoch 9:	Loss 3.11133	TrainAcc 0.1898	ValidAcc 0.0925	TestAcc 0.0732
    Epoch 10:	Loss 3.09563	TrainAcc 0.1791	ValidAcc 0.0763	TestAcc 0.0586
    Epoch 11:	Loss 3.01390	TrainAcc 0.1804	ValidAcc 0.0777	TestAcc 0.0599
    Epoch 12:	Loss 2.86774	TrainAcc 0.2809	ValidAcc 0.3045	TestAcc 0.2737
    Epoch 13:	Loss 2.76205	TrainAcc 0.3058	ValidAcc 0.3529	TestAcc 0.3266
    Epoch 14:	Loss 2.72538	TrainAcc 0.2839	ValidAcc 0.2945	TestAcc 0.2683
    Epoch 15:	Loss 2.62028	TrainAcc 0.3002	ValidAcc 0.3343	TestAcc 0.3000
    Epoch 16:	Loss 2.52009	TrainAcc 0.3244	ValidAcc 0.3457	TestAcc 0.3165
    Epoch 17:	Loss 2.42566	TrainAcc 0.3597	ValidAcc 0.3845	TestAcc 0.3693
    Epoch 18:	Loss 2.31115	TrainAcc 0.3977	ValidAcc 0.4428	TestAcc 0.4287
    Epoch 19:	Loss 2.27075	TrainAcc 0.3778	ValidAcc 0.4157	TestAcc 0.3910
    Epoch 20:	Loss 2.13565	TrainAcc 0.4299	ValidAcc 0.4605	TestAcc 0.4521
    Epoch 21:	Loss 2.09515	TrainAcc 0.4384	ValidAcc 0.4931	TestAcc 0.5041
    Epoch 22:	Loss 2.01030	TrainAcc 0.4723	ValidAcc 0.5262	TestAcc 0.5270
    Epoch 23:	Loss 1.96221	TrainAcc 0.4658	ValidAcc 0.4859	TestAcc 0.4629
    Epoch 24:	Loss 1.92924	TrainAcc 0.4649	ValidAcc 0.4760	TestAcc 0.4522
