The graph dataset locates at /anvil/projects/x-cis220117/gnn_datasets/reordered/ogbn_arxiv
The number of GCN layers: 2
The number of hidden units: 16
The number of training epoches: 5000
Learning rate: 0.001000
Initialized node g005.anvil.rcac.purdue.edu
Building the CSR structure...
        It takes 0.043 seconds.
Building the CSC structure...
        It takes 0.038 seconds.
Building the Feature Vector...
        It takes 0.058 seconds.
Building the Label Vector...
        It takes 0.024 seconds.
Number of classes: 40
Number of feature dimensions: 128
train nodes 90941, valid nodes 29799, test nodes 48603
*** Allocating resources for all tensors...
    OP_TYPE: OPERATOR_INPUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_SOFTMAX
*** Done allocating resource.
*** Preparing the input tensor...
*** Done preparing the input tensor.
*** Preparing the STD tensor...
    Number of labels: 40
    Number of vertices: 169343
*** Done preparing the STD tensor.
*** Done preparing the weight tensor.

****** Start model training... ******
    Epoch 0:	Loss 3.68309	TrainAcc 0.0320	ValidAcc 0.0204	TestAcc 0.0187
    Epoch 1:	Loss 3.67707	TrainAcc 0.0317	ValidAcc 0.0214	TestAcc 0.0192
    Epoch 2:	Loss 3.66895	TrainAcc 0.0317	ValidAcc 0.0228	TestAcc 0.0196
    Epoch 3:	Loss 3.65951	TrainAcc 0.0314	ValidAcc 0.0243	TestAcc 0.0203
    Epoch 4:	Loss 3.64897	TrainAcc 0.0335	ValidAcc 0.0275	TestAcc 0.0220
    Epoch 5:	Loss 3.63733	TrainAcc 0.0379	ValidAcc 0.0366	TestAcc 0.0285
    Epoch 6:	Loss 3.62466	TrainAcc 0.0537	ValidAcc 0.0711	TestAcc 0.0599
    Epoch 7:	Loss 3.61100	TrainAcc 0.1002	ValidAcc 0.1802	TestAcc 0.1726
    Epoch 8:	Loss 3.59646	TrainAcc 0.1228	ValidAcc 0.2313	TestAcc 0.2188
    Epoch 9:	Loss 3.58117	TrainAcc 0.1245	ValidAcc 0.2330	TestAcc 0.2196
    Epoch 10:	Loss 3.56513	TrainAcc 0.1239	ValidAcc 0.2331	TestAcc 0.2200
    Epoch 11:	Loss 3.54834	TrainAcc 0.1251	ValidAcc 0.2354	TestAcc 0.2227
    Epoch 12:	Loss 3.53077	TrainAcc 0.1395	ValidAcc 0.2434	TestAcc 0.2284
    Epoch 13:	Loss 3.51242	TrainAcc 0.1618	ValidAcc 0.2500	TestAcc 0.2329
    Epoch 14:	Loss 3.49341	TrainAcc 0.1777	ValidAcc 0.2536	TestAcc 0.2349
    Epoch 15:	Loss 3.47388	TrainAcc 0.1901	ValidAcc 0.2558	TestAcc 0.2359
    Epoch 16:	Loss 3.45399	TrainAcc 0.2037	ValidAcc 0.2578	TestAcc 0.2375
    Epoch 17:	Loss 3.43389	TrainAcc 0.2157	ValidAcc 0.2611	TestAcc 0.2400
    Epoch 18:	Loss 3.41372	TrainAcc 0.2268	ValidAcc 0.2654	TestAcc 0.2431
    Epoch 19:	Loss 3.39364	TrainAcc 0.2356	ValidAcc 0.2701	TestAcc 0.2463
    Epoch 20:	Loss 3.37376	TrainAcc 0.2428	ValidAcc 0.2744	TestAcc 0.2496
    Epoch 21:	Loss 3.35410	TrainAcc 0.2474	ValidAcc 0.2771	TestAcc 0.2517
    Epoch 22:	Loss 3.33471	TrainAcc 0.2501	ValidAcc 0.2788	TestAcc 0.2518
    Epoch 23:	Loss 3.31567	TrainAcc 0.2520	ValidAcc 0.2784	TestAcc 0.2508
    Epoch 24:	Loss 3.29711	TrainAcc 0.2536	ValidAcc 0.2760	TestAcc 0.2475
    Epoch 25:	Loss 3.27913	TrainAcc 0.2541	ValidAcc 0.2722	TestAcc 0.2430
    Epoch 26:	Loss 3.26182	TrainAcc 0.2536	ValidAcc 0.2664	TestAcc 0.2371
    Epoch 27:	Loss 3.24521	TrainAcc 0.2508	ValidAcc 0.2573	TestAcc 0.2280
    Epoch 28:	Loss 3.22933	TrainAcc 0.2453	ValidAcc 0.2429	TestAcc 0.2128
    Epoch 29:	Loss 3.21415	TrainAcc 0.2344	ValidAcc 0.2176	TestAcc 0.1865
    Epoch 30:	Loss 3.19968	TrainAcc 0.2219	ValidAcc 0.1824	TestAcc 0.1518
    Epoch 31:	Loss 3.18590	TrainAcc 0.2089	ValidAcc 0.1456	TestAcc 0.1170
    Epoch 32:	Loss 3.17281	TrainAcc 0.1984	ValidAcc 0.1166	TestAcc 0.0881
    Epoch 33:	Loss 3.16039	TrainAcc 0.1909	ValidAcc 0.0987	TestAcc 0.0726
    Epoch 34:	Loss 3.14862	TrainAcc 0.1871	ValidAcc 0.0897	TestAcc 0.0661
    Epoch 35:	Loss 3.13748	TrainAcc 0.1843	ValidAcc 0.0851	TestAcc 0.0632
    Epoch 36:	Loss 3.12695	TrainAcc 0.1825	ValidAcc 0.0810	TestAcc 0.0610
    Epoch 37:	Loss 3.11698	TrainAcc 0.1814	ValidAcc 0.0792	TestAcc 0.0600
    Epoch 38:	Loss 3.10755	TrainAcc 0.1803	ValidAcc 0.0780	TestAcc 0.0594
    Epoch 39:	Loss 3.09864	TrainAcc 0.1797	ValidAcc 0.0770	TestAcc 0.0591
    Epoch 40:	Loss 3.09019	TrainAcc 0.1794	ValidAcc 0.0768	TestAcc 0.0589
    Epoch 41:	Loss 3.08220	TrainAcc 0.1793	ValidAcc 0.0765	TestAcc 0.0588
