The graph dataset locates at /anvil/projects/x-cis220117/gnn_datasets/reordered/ogbn_arxiv
The number of GCN layers: 8
The number of hidden units: 128
The number of training epoches: 5000
Learning rate: 0.000100
Initialized node g001.anvil.rcac.purdue.edu
Building the CSR structure...
        It takes 0.039 seconds.
Building the CSC structure...
        It takes 0.038 seconds.
Building the Feature Vector...
        It takes 0.052 seconds.
Building the Label Vector...
        It takes 0.020 seconds.
Number of classes: 40
Number of feature dimensions: 128
Dropout: 0.500 
train nodes 90941, valid nodes 29799, test nodes 48603
*** Allocating resources for all tensors...
    OP_TYPE: OPERATOR_INPUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_RELU
    OP_TYPE: OPERATOR_DROPOUT
    OP_TYPE: OPERATOR_WEIGHT
    OP_TYPE: OPERATOR_MATMUL
    OP_TYPE: OPERATOR_AGGREGATION
    OP_TYPE: OPERATOR_SOFTMAX
*** Done allocating resource.
*** Preparing the input tensor...
*** Done preparing the input tensor.
*** Preparing the STD tensor...
    Number of labels: 40
    Number of vertices: 169343
*** Done preparing the STD tensor.
*** Done preparing the weight tensor.

****** Start model training... ******
    Epoch 9:	Loss 3.66685	TrainAcc 0.1605	ValidAcc 0.0727	TestAcc 0.0566
    Epoch 19:	Loss 3.59884	TrainAcc 0.1776	ValidAcc 0.0764	TestAcc 0.0588
    Epoch 29:	Loss 3.45725	TrainAcc 0.1787	ValidAcc 0.0765	TestAcc 0.0588
    Epoch 39:	Loss 3.33512	TrainAcc 0.1788	ValidAcc 0.0766	TestAcc 0.0589
    Epoch 49:	Loss 3.25265	TrainAcc 0.1761	ValidAcc 0.0776	TestAcc 0.0602
    Epoch 59:	Loss 3.20435	TrainAcc 0.1712	ValidAcc 0.0919	TestAcc 0.0747
    Epoch 69:	Loss 3.16702	TrainAcc 0.1744	ValidAcc 0.0840	TestAcc 0.0642
    Epoch 79:	Loss 3.12121	TrainAcc 0.1771	ValidAcc 0.0887	TestAcc 0.0701
    Epoch 89:	Loss 3.07531	TrainAcc 0.1878	ValidAcc 0.1046	TestAcc 0.0859
    Epoch 99:	Loss 3.01521	TrainAcc 0.2247	ValidAcc 0.1956	TestAcc 0.1818
    Epoch 109:	Loss 2.93693	TrainAcc 0.2570	ValidAcc 0.2683	TestAcc 0.2562
    Epoch 119:	Loss 2.88194	TrainAcc 0.2665	ValidAcc 0.2825	TestAcc 0.2677
    Epoch 129:	Loss 2.82342	TrainAcc 0.2761	ValidAcc 0.2913	TestAcc 0.2760
    Epoch 139:	Loss 2.78224	TrainAcc 0.2789	ValidAcc 0.2895	TestAcc 0.2708
    Epoch 149:	Loss 2.73225	TrainAcc 0.2857	ValidAcc 0.2959	TestAcc 0.2774
    Epoch 159:	Loss 2.70107	TrainAcc 0.2992	ValidAcc 0.3120	TestAcc 0.2932
    Epoch 169:	Loss 2.66494	TrainAcc 0.3081	ValidAcc 0.3153	TestAcc 0.2933
    Epoch 179:	Loss 2.62155	TrainAcc 0.3266	ValidAcc 0.3353	TestAcc 0.3140
    Epoch 189:	Loss 2.57655	TrainAcc 0.3374	ValidAcc 0.3407	TestAcc 0.3203
    Epoch 199:	Loss 2.52450	TrainAcc 0.3521	ValidAcc 0.3574	TestAcc 0.3433
    Epoch 209:	Loss 2.48064	TrainAcc 0.3647	ValidAcc 0.3742	TestAcc 0.3602
    Epoch 219:	Loss 2.43693	TrainAcc 0.3741	ValidAcc 0.3786	TestAcc 0.3645
    Epoch 229:	Loss 2.39488	TrainAcc 0.3884	ValidAcc 0.4080	TestAcc 0.3904
    Epoch 239:	Loss 2.34743	TrainAcc 0.3951	ValidAcc 0.4112	TestAcc 0.3996
    Epoch 249:	Loss 2.31630	TrainAcc 0.4050	ValidAcc 0.4306	TestAcc 0.4221
    Epoch 259:	Loss 2.28744	TrainAcc 0.4086	ValidAcc 0.4352	TestAcc 0.4168
    Epoch 269:	Loss 2.25897	TrainAcc 0.4155	ValidAcc 0.4390	TestAcc 0.4341
    Epoch 279:	Loss 2.24474	TrainAcc 0.4173	ValidAcc 0.4366	TestAcc 0.4253
    Epoch 289:	Loss 2.21769	TrainAcc 0.4249	ValidAcc 0.4503	TestAcc 0.4462
    Epoch 299:	Loss 2.19421	TrainAcc 0.4282	ValidAcc 0.4584	TestAcc 0.4588
    Epoch 309:	Loss 2.16772	TrainAcc 0.4361	ValidAcc 0.4717	TestAcc 0.4670
    Epoch 319:	Loss 2.15815	TrainAcc 0.4367	ValidAcc 0.4710	TestAcc 0.4704
